Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Sial_aa_1 Spectral Count	Sial_aa_2 Spectral Count	Sial_aa_3 Spectral Count	rPAL_aa_1 Spectral Count	rPAL_aa_2 Spectral Count	rPAL_aa_3 Spectral Count	Sial_aa_1 Unique Spectral Count	Sial_aa_2 Unique Spectral Count	Sial_aa_3 Unique Spectral Count	rPAL_aa_1 Unique Spectral Count	rPAL_aa_2 Unique Spectral Count	rPAL_aa_3 Unique Spectral Count	Sial_aa_1 Total Spectral Count	Sial_aa_2 Total Spectral Count	Sial_aa_3 Total Spectral Count	rPAL_aa_1 Total Spectral Count	rPAL_aa_2 Total Spectral Count	rPAL_aa_3 Total Spectral Count	Sial_aa_1 Intensity	Sial_aa_2 Intensity	Sial_aa_3 Intensity	rPAL_aa_1 Intensity	rPAL_aa_2 Intensity	rPAL_aa_3 Intensity	Sial_aa_1 MaxLFQ Intensity	Sial_aa_2 MaxLFQ Intensity	Sial_aa_3 MaxLFQ Intensity	rPAL_aa_1 MaxLFQ Intensity	rPAL_aa_2 MaxLFQ Intensity	rPAL_aa_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9HCU9|BRMS1_HUMAN	Q9HCU9	BRMS1_HUMAN	BRMS1	246	Homo sapiens	1:Experimental evidence at protein level	Breast cancer metastasis-suppressor 1	0.9052	0.9976	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	24145.307	0.0	0.0	10355.061	16936.703	32047.08	24145.307	0.0	0.0	10355.061	16936.703	32047.08	
sp|Q9HCY8|S10AE_HUMAN	Q9HCY8	S10AE_HUMAN	S100A14	104	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A14	0.9911	0.999	1	4	4	4	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	26471.799	20453.38	27794.19	19469.238	0.0	20490.0	26471.799	20453.38	27794.19	19469.238	0.0	20490.0	
sp|Q9HD33|RM47_HUMAN	Q9HD33	RM47_HUMAN	MRPL47	250	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29m	1.0	0.999	2	9	9	9	3	1	1	1	2	1	3	1	1	1	2	1	3	1	1	1	2	1	80403.44	92378.875	75800.78	45022.316	103598.7	31492.043	63760.23	47073.85	44386.88	45022.316	50509.844	31492.043	
sp|Q9NNW5|WDR6_HUMAN	Q9NNW5	WDR6_HUMAN	WDR6	1121	Homo sapiens	1:Experimental evidence at protein level	tRNA (34-2'-O)-methyltransferase regulator WDR6	1.0	0.999	9	19	19	19	3	2	1	5	5	3	3	2	1	5	5	3	3	2	1	5	5	3	153144.83	129199.22	98625.9	142370.78	237873.0	169560.9	51631.656	63582.387	47182.97	54762.535	56155.12	62765.984	
sp|Q9NP50|SHCAF_HUMAN	Q9NP50	SHCAF_HUMAN	SINHCAF	221	Homo sapiens	1:Experimental evidence at protein level	SIN3-HDAC complex-associated factor	0.9577	0.999	1	10	10	10	0	3	3	1	1	2	0	3	3	1	1	2	0	3	3	1	1	2	0.0	84441.516	51862.188	48523.98	61519.777	26365.95	0.0	84441.516	51862.188	48523.98	61519.777	26365.95	
sp|Q9NP64|ZCC17_HUMAN	Q9NP64	ZCC17_HUMAN	ZCCHC17	241	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCHC domain-containing protein 17	1.0	0.999	10	82	82	82	14	13	15	14	15	11	14	13	15	14	15	11	14	13	15	14	15	11	916802.75	788687.1	847743.0	968248.1	802497.4	816207.75	202367.19	190722.3	195734.44	216278.78	179009.16	174439.95	
sp|Q9NP66|HM20A_HUMAN	Q9NP66	HM20A_HUMAN	HMG20A	347	Homo sapiens	1:Experimental evidence at protein level	High mobility group protein 20A	1.0	0.999	3	7	7	7	3	2	2	0	0	0	3	2	2	0	0	0	3	2	2	0	0	0	64200.133	64639.223	50569.754	14920.469	37375.15	39601.03	34250.535	27256.688	35492.336	17102.727	20126.234	21577.621	
sp|Q9NP72|RAB18_HUMAN	Q9NP72	RAB18_HUMAN	RAB18	206	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-18	0.9577	0.999	1	5	5	5	3	0	0	1	1	0	3	0	0	1	1	0	3	0	0	1	1	0	43945.77	28263.787	36929.746	25416.309	46602.35	28443.389	43945.77	28263.787	36929.746	25416.309	46602.35	28443.389	
sp|Q9NP79|VTA1_HUMAN	Q9NP79	VTA1_HUMAN	VTA1	307	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein VTA1 homolog	0.9996	0.999	2	5	5	5	0	1	0	0	3	1	0	1	0	0	3	1	0	1	0	0	3	1	0.0	179765.95	0.0	0.0	310720.28	133520.2	0.0	179765.95	0.0	0.0	281562.16	133520.2	
sp|Q9NP81|SYSM_HUMAN	Q9NP81	SYSM_HUMAN	SARS2	518	Homo sapiens	1:Experimental evidence at protein level	Serine--tRNA ligase, mitochondrial	1.0	0.999	18	165	165	165	27	23	38	25	25	27	27	23	38	25	25	27	27	23	38	25	25	27	1941500.2	1849821.9	1840266.9	1304580.4	1336294.4	1352136.4	302670.97	307837.47	336612.34	237145.45	223951.11	246678.69	
sp|Q9NP97|DLRB1_HUMAN	Q9NP97	DLRB1_HUMAN	DYNLRB1	96	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain roadblock-type 1	1.0	0.999	3	18	5	18	3	3	3	3	3	3	1	1	1	1	0	1	3	3	3	3	3	3	110937.25	185122.55	178645.75	138149.22	163878.05	153605.1	55740.17	84409.23	75745.32	59261.707	67171.51	71925.836	
sp|Q9NPA8|ENY2_HUMAN	Q9NPA8	ENY2_HUMAN	ENY2	101	Homo sapiens	1:Experimental evidence at protein level	Transcription and mRNA export factor ENY2	0.9998	0.999	2	13	13	13	2	2	4	1	2	2	2	2	4	1	2	2	2	2	4	1	2	2	72423.97	90112.92	71196.25	36649.832	81051.76	62342.758	39205.62	48473.492	39199.96	38802.234	44557.1	34023.047	
sp|Q9NPC7|MYNN_HUMAN	Q9NPC7	MYNN_HUMAN	MYNN	610	Homo sapiens	1:Experimental evidence at protein level	Myoneurin	0.9991	0.999	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	60056.56	0.0	70245.11	54032.72	19272.002	0.0	41571.137	0.0	52101.145	35188.9	16032.596	
sp|Q9NPD3|EXOS4_HUMAN	Q9NPD3	EXOS4_HUMAN	EXOSC4	245	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP41	1.0	0.999	7	46	46	46	9	6	6	6	10	9	9	6	6	6	10	9	9	6	6	6	10	9	350443.1	506308.97	536655.5	592669.2	654637.1	758001.2	162090.36	177934.47	180698.45	222784.33	205870.61	252628.73	
sp|Q9NPE3|NOP10_HUMAN	Q9NPE3	NOP10_HUMAN	NOP10	64	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 3	1.0	0.999	6	75	75	75	14	16	14	10	10	11	14	16	14	10	10	11	14	16	14	10	10	11	1114875.5	1219398.9	1204693.8	1248456.1	1228801.0	1270800.6	466502.4	546813.94	524860.75	479695.94	539102.1	560986.5	
sp|Q9NPF4|OSGEP_HUMAN	Q9NPF4	OSGEP_HUMAN	OSGEP	335	Homo sapiens	1:Experimental evidence at protein level	tRNA N6-adenosine threonylcarbamoyltransferase	1.0	0.999	3	16	16	16	2	3	3	2	5	1	2	3	3	2	5	1	2	3	3	2	5	1	76326.08	64332.492	87962.305	47079.312	94723.16	19501.564	35867.973	45622.04	36098.637	33321.45	44061.992	21622.215	
sp|Q9NPF5|DMAP1_HUMAN	Q9NPF5	DMAP1_HUMAN	DMAP1	467	Homo sapiens	1:Experimental evidence at protein level	DNA methyltransferase 1-associated protein 1	1.0	0.999	9	32	32	32	5	4	4	5	8	6	5	4	4	5	8	6	5	4	4	5	8	6	310759.88	338708.5	309692.38	342521.6	366256.56	343368.75	114635.91	101617.234	114566.305	126854.664	117603.414	108346.64	
sp|Q9NPG3|UBN1_HUMAN	Q9NPG3	UBN1_HUMAN	UBN1	1134	Homo sapiens	1:Experimental evidence at protein level	Ubinuclein-1	1.0	0.999	29	194	194	194	19	32	32	36	40	35	19	32	32	36	40	35	19	32	32	36	40	35	1202369.4	1477781.8	1443689.5	2249300.8	2406525.0	2119857.2	284684.06	284373.9	280947.16	438029.2	401786.97	442890.6	
sp|Q9NPI0|TM138_HUMAN	Q9NPI0	TM138_HUMAN	TMEM138	162	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 138	0.9577	0.999	1	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	21455.457	38746.01	35354.227	34795.082	0.0	24318.703	21455.457	38746.01	35354.227	34795.082	0.0	24318.703	
sp|Q9NPI1|BRD7_HUMAN	Q9NPI1	BRD7_HUMAN	BRD7	651	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 7	1.0	0.999	26	202	202	202	32	28	23	39	42	38	32	28	23	39	42	38	32	28	23	39	42	38	2057303.4	1992195.9	2654697.0	2705648.8	2322804.8	2255249.0	379830.34	347177.22	383869.38	498640.44	421000.38	443144.0	
sp|Q9NPI6|DCP1A_HUMAN	Q9NPI6	DCP1A_HUMAN	DCP1A	582	Homo sapiens	1:Experimental evidence at protein level	mRNA-decapping enzyme 1A	0.9999	0.999	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	9208.395	0.0	40058.14	43283.832	30069.254	0.0	12793.135	0.0	21301.734	24306.898	16219.535	
sp|Q9NPJ6|MED4_HUMAN	Q9NPJ6	MED4_HUMAN	MED4	270	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 4	1.0	0.999	14	143	143	143	25	20	23	21	24	30	25	20	23	21	24	30	25	20	23	21	24	30	2045766.4	1831135.2	1782191.1	2355268.0	2043819.5	2322600.8	530619.1	460659.06	466928.62	537808.44	472000.56	595506.1	
sp|Q9NPL8|TIDC1_HUMAN	Q9NPL8	TIDC1_HUMAN	TIMMDC1	285	Homo sapiens	1:Experimental evidence at protein level	Complex I assembly factor TIMMDC1, mitochondrial	0.9999	0.9987	3	9	9	9	1	1	2	2	3	0	1	1	2	2	3	0	1	1	2	2	3	0	102870.06	92079.555	85096.87	83549.23	119060.27	79888.336	62892.457	57847.324	51353.855	49757.508	59022.023	46063.266	
sp|Q9NPQ8|RIC8A_HUMAN	Q9NPQ8	RIC8A_HUMAN	RIC8A	531	Homo sapiens	1:Experimental evidence at protein level	Chaperone Ric-8A	0.9577	0.999	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	33509.062	28388.715	0.0	0.0	0.0	0.0	33509.062	28388.715	sp|Q9NVN3|RIC8B_HUMAN
sp|Q9NQ29|LUC7L_HUMAN	Q9NQ29	LUC7L_HUMAN	LUC7L	371	Homo sapiens	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 1	1.0	0.999	23	195	195	337	34	34	34	33	27	33	34	34	34	33	27	33	58	65	56	56	50	52	4275735.0	4105538.8	4512634.0	3590390.5	3370589.8	3558261.8	1679782.4	1552343.6	1611285.2	1279143.5	1044557.1	1213500.8	
sp|Q9NQ50|RM40_HUMAN	Q9NQ50	RM40_HUMAN	MRPL40	206	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL40	1.0	0.999	11	72	72	72	12	17	13	10	12	8	12	17	13	10	12	8	12	17	13	10	12	8	589981.7	843278.56	853854.75	450324.03	544307.1	551442.4	132721.73	173025.92	157256.98	91587.37	102299.43	130863.04	
sp|Q9NQ55|SSF1_HUMAN	Q9NQ55	SSF1_HUMAN	PPAN	473	Homo sapiens	1:Experimental evidence at protein level	Suppressor of SWI4 1 homolog	1.0	0.999	18	138	138	138	18	17	26	27	25	25	18	17	26	27	25	25	18	17	26	27	25	25	1467949.5	1775820.5	1606176.0	1399595.1	1888110.9	1555943.4	317921.9	327803.34	343182.22	310677.47	338808.7	323604.06	
sp|Q9NQB0|TF7L2_HUMAN	Q9NQB0	TF7L2_HUMAN	TCF7L2	619	Homo sapiens	1:Experimental evidence at protein level	Transcription factor 7-like 2	0.9978	0.999	3	3	3	15	0	0	0	1	1	1	0	0	0	1	1	1	3	2	3	3	2	2	0.0	0.0	34427.223	64883.617	52644.508	32319.197	0.0	0.0	34427.223	64883.617	52644.508	32319.197	
sp|Q9NQC3|RTN4_HUMAN	Q9NQC3	RTN4_HUMAN	RTN4	1192	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4	0.9911	0.999	2	4	4	4	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0	21376.36	31381.754	23931.441	92606.0	117597.31	18197.35	21376.36	31381.754	23931.441	47515.08	117597.31	18197.35	
sp|Q9NQG5|RPR1B_HUMAN	Q9NQG5	RPR1B_HUMAN	RPRD1B	326	Homo sapiens	1:Experimental evidence at protein level	Regulation of nuclear pre-mRNA domain-containing protein 1B	1.0	0.999	4	9	9	9	0	1	0	1	7	0	0	1	0	1	7	0	0	1	0	1	7	0	52506.934	54081.258	71304.35	261513.05	161206.22	50967.164	51479.684	52143.2	43893.055	33314.76	87140.16	32089.64	
sp|Q9NQP4|PFD4_HUMAN	Q9NQP4	PFD4_HUMAN	PFDN4	134	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 4	0.9577	0.999	1	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	15356.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NQS7|INCE_HUMAN	Q9NQS7	INCE_HUMAN	INCENP	918	Homo sapiens	1:Experimental evidence at protein level	Inner centromere protein	0.9999	0.999	2	11	11	11	0	3	1	2	3	2	0	3	1	2	3	2	0	3	1	2	3	2	24454.86	54534.773	17562.049	37386.797	50455.62	38896.43	41811.48	31566.326	30026.559	21474.371	23799.387	18761.611	
sp|Q9NQT4|EXOS5_HUMAN	Q9NQT4	EXOS5_HUMAN	EXOSC5	235	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP46	0.9999	0.999	2	9	9	9	1	1	1	3	1	2	1	1	1	3	1	2	1	1	1	3	1	2	67065.7	86592.375	64975.562	105178.64	94537.19	92024.78	43923.234	52055.875	43065.78	70061.76	57125.793	61418.734	
sp|Q9NQT5|EXOS3_HUMAN	Q9NQT5	EXOS3_HUMAN	EXOSC3	275	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP40	1.0	0.999	4	48	48	48	8	8	8	10	7	7	8	8	8	10	7	7	8	8	8	10	7	7	413593.06	473791.88	441187.5	493851.38	455477.06	535836.25	273933.12	309601.4	297212.9	364328.47	303441.56	398010.47	
sp|Q9NQT8|KI13B_HUMAN	Q9NQT8	KI13B_HUMAN	KIF13B	1826	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF13B	0.9928	0.9989	3	6	2	6	1	2	0	1	1	1	0	1	0	0	0	1	1	2	0	1	1	1	81758.78	50866.727	30004.768	76279.05	86866.15	874072.4	62370.406	36120.285	144813.89	53167.375	58451.363	412968.75	
sp|Q9NQV6|PRD10_HUMAN	Q9NQV6	PRD10_HUMAN	PRDM10	1147	Homo sapiens	1:Experimental evidence at protein level	PR domain zinc finger protein 10	1.0	0.999	17	114	114	114	16	19	20	16	20	23	16	19	20	16	20	23	16	19	20	16	20	23	1047061.0	1012955.7	981513.6	1087424.2	912416.94	1136175.9	237129.12	211462.97	222735.23	223458.83	199638.97	258173.31	
sp|Q9NQW6|ANLN_HUMAN	Q9NQW6	ANLN_HUMAN	ANLN	1124	Homo sapiens	1:Experimental evidence at protein level	Anillin	1.0	0.999	5	12	12	12	2	2	3	2	2	1	2	2	3	2	2	1	2	2	3	2	2	1	61347.336	50152.938	82795.1	136836.95	70826.88	60913.28	40785.35	34501.777	34553.67	45552.367	50071.344	42643.08	
sp|Q9NQW7|XPP1_HUMAN	Q9NQW7	XPP1_HUMAN	XPNPEP1	623	Homo sapiens	1:Experimental evidence at protein level	Xaa-Pro aminopeptidase 1	0.9999	0.999	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	73936.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NQX3|GEPH_HUMAN	Q9NQX3	GEPH_HUMAN	GPHN	736	Homo sapiens	1:Experimental evidence at protein level	Gephyrin	1.0	0.999	9	49	49	49	10	9	9	5	11	5	10	9	9	5	11	5	10	9	9	5	11	5	240364.98	295551.66	295800.62	272716.06	405292.66	237554.58	66002.484	67324.414	75852.35	68686.6	96722.23	80296.31	
sp|Q9NQZ2|SAS10_HUMAN	Q9NQZ2	SAS10_HUMAN	UTP3	479	Homo sapiens	1:Experimental evidence at protein level	Something about silencing protein 10	1.0	0.999	16	111	111	111	20	18	16	18	15	24	20	18	16	18	15	24	20	18	16	18	15	24	1144178.4	1039102.7	1120441.4	1140523.9	1116551.2	1221828.9	260001.44	213928.48	234512.08	256141.52	232127.34	256598.77	
sp|Q9NQZ6|ZC4H2_HUMAN	Q9NQZ6	ZC4H2_HUMAN	ZC4H2	224	Homo sapiens	1:Experimental evidence at protein level	Zinc finger C4H2 domain-containing protein	0.9572	0.999	1	4	4	4	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	5031.7646	19818.01	18180.486	19607.273	16782.346	16851.195	5031.7646	19818.01	18180.486	19607.273	16782.346	16851.195	
sp|Q9NR28|DBLOH_HUMAN	Q9NR28	DBLOH_HUMAN	DIABLO	239	Homo sapiens	1:Experimental evidence at protein level	Diablo IAP-binding mitochondrial protein	0.9574	0.999	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	10643.6875	0.0	10616.308	9145.027	28115.957	0.0	10643.6875	0.0	10616.308	9145.027	28115.957	0.0	
sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21_HUMAN	DDX21	783	Homo sapiens	1:Experimental evidence at protein level	Nucleolar RNA helicase 2	1.0	0.999	48	674	648	674	122	119	110	109	95	119	117	112	104	106	92	117	122	119	110	109	95	119	1.1973173E7	1.3287276E7	1.3553693E7	1.0705584E7	8844084.0	1.0147332E7	1365736.0	1370668.2	1389048.0	1126243.0	1008201.6	1165912.4	
sp|Q9NR31|SAR1A_HUMAN	Q9NR31	SAR1A_HUMAN	SAR1A	198	Homo sapiens	1:Experimental evidence at protein level	Small COPII coat GTPase SAR1A	0.9577	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	14224.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NR45|SIAS_HUMAN	Q9NR45	SIAS_HUMAN	NANS	359	Homo sapiens	1:Experimental evidence at protein level	N-acetylneuraminate-9-phosphate synthase	0.998	0.999	2	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0.0	25093.982	0.0	8338.752	35501.883	0.0	0.0	12331.818	0.0	10325.874	21005.932	0.0	
sp|Q9NR50|EI2BG_HUMAN	Q9NR50	EI2BG_HUMAN	EIF2B3	452	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit gamma	1.0	0.999	12	103	103	103	16	20	13	18	17	19	16	20	13	18	17	19	16	20	13	18	17	19	692667.1	1025514.7	847574.0	994839.4	924495.6	800903.94	119188.17	153936.19	126524.055	148319.25	146297.75	132274.02	
sp|Q9NR56|MBNL1_HUMAN	Q9NR56	MBNL1_HUMAN	MBNL1	388	Homo sapiens	1:Experimental evidence at protein level	Muscleblind-like protein 1	1.0	0.999	4	49	45	49	8	7	11	8	8	7	7	7	10	7	8	6	8	7	11	8	8	7	534380.0	544125.7	545538.7	350271.94	417898.66	443924.56	296791.28	325017.84	321810.62	209256.7	250518.5	244649.36	
sp|Q9NRD1|FBX6_HUMAN	Q9NRD1	FBX6_HUMAN	FBXO6	293	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 6	0.8415	0.9958	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7761.313	6084.232	0.0	0.0	0.0	0.0	7761.313	6084.232	0.0	0.0	0.0	0.0	
sp|Q9NRF9|DPOE3_HUMAN	Q9NRF9	DPOE3_HUMAN	POLE3	147	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase epsilon subunit 3	0.9354	0.9984	1	5	5	5	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	155801.83	158265.25	130219.78	112257.766	172220.31	115368.02	155801.83	158265.25	130219.78	112257.766	172220.31	115368.02	
sp|Q9NRG9|AAAS_HUMAN	Q9NRG9	AAAS_HUMAN	AAAS	546	Homo sapiens	1:Experimental evidence at protein level	Aladin	1.0	0.9985	3	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	30718.64	0.0	21467.422	16487.457	0.0	0.0	30718.64	0.0	19872.092	16487.457	0.0	0.0	
sp|Q9NRK6|ABCBA_HUMAN	Q9NRK6	ABCBA_HUMAN	ABCB10	738	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family B member 10, mitochondrial	0.9936	0.999	2	5	5	5	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	68870.36	43258.906	33036.14	45927.93	56235.547	49869.074	50205.875	28153.602	33036.14	45927.93	56235.547	49869.074	
sp|Q9NRL2|BAZ1A_HUMAN	Q9NRL2	BAZ1A_HUMAN	BAZ1A	1556	Homo sapiens	1:Experimental evidence at protein level	Bromodomain adjacent to zinc finger domain protein 1A	1.0	0.999	28	136	136	136	24	23	19	23	21	26	24	23	19	23	21	26	24	23	19	23	21	26	908810.75	1012629.25	784867.4	701826.8	591883.0	832290.0	148549.53	152633.62	142582.8	128239.75	111497.914	134500.97	
sp|Q9NRM7|LATS2_HUMAN	Q9NRM7	LATS2_HUMAN	LATS2	1088	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase LATS2	0.9911	0.999	2	4	4	4	0	0	1	0	1	2	0	0	1	0	1	2	0	0	1	0	1	2	31216.996	31498.275	20812.186	16105.943	15128.747	40408.36	24532.623	12985.015	26502.867	20509.795	19265.404	21911.326	
sp|Q9NRN7|ADPPT_HUMAN	Q9NRN7	ADPPT_HUMAN	AASDHPPT	309	Homo sapiens	1:Experimental evidence at protein level	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.0	0.999	10	47	47	47	6	6	5	7	14	9	6	6	5	7	14	9	6	6	5	7	14	9	221109.98	257346.34	195232.22	265633.7	330967.56	203694.61	46223.76	52599.566	46741.695	48555.19	60618.113	43686.83	
sp|Q9NRR4|RNC_HUMAN	Q9NRR4	RNC_HUMAN	DROSHA	1374	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease 3	1.0	0.999	11	32	32	32	7	5	8	3	3	6	7	5	8	3	3	6	7	5	8	3	3	6	556428.1	622288.44	131467.45	329985.03	335849.1	322505.28	193060.38	194318.72	183008.61	140309.89	137748.5	176979.47	
sp|Q9NRW3|ABC3C_HUMAN	Q9NRW3	ABC3C_HUMAN	APOBEC3C	190	Homo sapiens	1:Experimental evidence at protein level	DNA dC->dU-editing enzyme APOBEC-3C	1.0	0.999	3	17	11	17	4	2	4	2	3	2	3	1	3	1	2	1	4	2	4	2	3	2	259843.05	187935.67	239411.56	227929.23	182503.61	163330.78	143093.47	121277.625	127312.99	120526.74	102017.28	91735.83	
sp|Q9NRX1|PNO1_HUMAN	Q9NRX1	PNO1_HUMAN	PNO1	252	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein PNO1	1.0	0.999	3	33	33	33	3	8	5	6	5	6	3	8	5	6	5	6	3	8	5	6	5	6	153145.69	110012.65	109560.85	90518.945	90892.5	93750.19	63355.926	49215.312	48085.016	39577.484	36494.73	39898.03	
sp|Q9NRX4|PHP14_HUMAN	Q9NRX4	PHP14_HUMAN	PHPT1	125	Homo sapiens	1:Experimental evidence at protein level	14 kDa phosphohistidine phosphatase	0.9577	0.999	1	3	3	3	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	37198.426	47382.35	29671.309	13373.047	29923.383	16982.27	37198.426	47382.35	29671.309	13373.047	29923.383	16982.27	
sp|Q9NRZ9|HELLS_HUMAN	Q9NRZ9	HELLS_HUMAN	HELLS	838	Homo sapiens	1:Experimental evidence at protein level	Lymphoid-specific helicase	1.0	0.999	8	28	28	28	4	5	5	5	6	3	4	5	5	5	6	3	4	5	5	5	6	3	227243.84	212004.0	246660.64	200378.97	268190.84	129370.16	81196.2	67618.26	80288.79	65355.92	72866.27	62106.434	
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22_HUMAN	TOMM22	142	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM22 homolog	1.0	0.999	4	28	28	28	3	4	2	8	6	5	3	4	2	8	6	5	3	4	2	8	6	5	593527.75	624962.56	636627.7	578651.9	846852.0	548639.1	521168.56	498883.1	507635.8	475883.3	757728.56	492111.16	
sp|Q9NS86|LANC2_HUMAN	Q9NS86	LANC2_HUMAN	LANCL2	450	Homo sapiens	1:Experimental evidence at protein level	LanC-like protein 2	1.0	0.999	2	29	29	29	5	4	5	7	6	2	5	4	5	7	6	2	5	4	5	7	6	2	159918.5	166155.14	142479.89	167093.42	167567.2	164007.86	101522.71	101912.0	87829.41	107529.984	102075.86	101567.055	
sp|Q9NS87|KIF15_HUMAN	Q9NS87	KIF15_HUMAN	KIF15	1388	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF15	1.0	0.999	15	68	68	68	9	11	6	13	14	15	9	11	6	13	14	15	9	11	6	13	14	15	405381.12	416599.75	360060.3	467204.72	587534.0	525915.94	124740.02	108178.91	108868.68	123422.375	130127.9	119058.2	
sp|Q9NS91|RAD18_HUMAN	Q9NS91	RAD18_HUMAN	RAD18	495	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RAD18	0.9329	0.9984	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	27932.117	0.0	0.0	21370.553	26801.215	0.0	27932.117	0.0	0.0	21370.553	26801.215	0.0	
sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cuticular Hb4	1.0	0.999	10	13	4	92	3	3	1	1	3	2	0	2	0	0	2	0	20	20	17	13	12	10	158734.58	239909.6	125870.4	99217.54	352366.62	138665.14	197994.88	223231.95	127584.375	102978.35	87168.88	141714.86	
sp|Q9NSD4|ZN275_HUMAN	Q9NSD4	ZN275_HUMAN	ZNF275	429	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 275	0.8772	0.9968	1	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	26173.82	13316.982	26414.096	0.0	22018.01	0.0	26173.82	13316.982	26414.096	0.0	22018.01	
sp|Q9NSD9|SYFB_HUMAN	Q9NSD9	SYFB_HUMAN	FARSB	589	Homo sapiens	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase beta subunit	1.0	0.999	13	82	82	82	13	12	16	11	19	11	13	12	16	11	19	11	13	12	16	11	19	11	587699.44	690458.75	723859.7	501664.28	786221.3	490717.8	108581.38	114741.15	121427.664	86483.945	126684.266	93806.05	
