Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UL_1 Spectral Count	UL_2 Spectral Count	UL_3 Spectral Count	rGAL_1 Spectral Count	rGAL_2 Spectral Count	rGAL_3 Spectral Count	UL_1 Unique Spectral Count	UL_2 Unique Spectral Count	UL_3 Unique Spectral Count	rGAL_1 Unique Spectral Count	rGAL_2 Unique Spectral Count	rGAL_3 Unique Spectral Count	UL_1 Total Spectral Count	UL_2 Total Spectral Count	UL_3 Total Spectral Count	rGAL_1 Total Spectral Count	rGAL_2 Total Spectral Count	rGAL_3 Total Spectral Count	UL_1 Intensity	UL_2 Intensity	UL_3 Intensity	rGAL_1 Intensity	rGAL_2 Intensity	rGAL_3 Intensity	UL_1 MaxLFQ Intensity	UL_2 MaxLFQ Intensity	UL_3 MaxLFQ Intensity	rGAL_1 MaxLFQ Intensity	rGAL_2 MaxLFQ Intensity	rGAL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	765	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX27	1.0	0.999	3	30	30	30	9	4	5	2	7	3	9	4	5	2	7	3	9	4	5	2	7	3	106513.89	82926.1	84675.7	72425.99	50803.062	65116.133	51116.273	48308.75	39764.668	42681.883	30674.205	39981.35	
sp|Q96HR8|NAF1_HUMAN	Q96HR8	NAF1_HUMAN	NAF1	494	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex non-core subunit NAF1	0.9813	0.999	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	4546.977	0.0	0.0	0.0	0.0	8655.753	4546.977	0.0	0.0	0.0	0.0	8655.753	
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.9966	6	18	18	18	4	2	2	3	2	5	4	2	2	3	2	5	4	2	2	3	2	5	103165.79	75902.96	72240.9	56259.055	40381.824	111354.1	48962.797	62442.03	40765.34	37644.14	42893.754	34730.09	
sp|Q96HU8|DIRA2_HUMAN	Q96HU8	DIRA2_HUMAN	DIRAS2	199	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein Di-Ras2	0.9299	0.996	1	10	10	10	1	1	2	2	1	3	1	1	2	2	1	3	1	1	2	2	1	3	40078.09	35452.527	29836.104	43826.516	56179.98	33597.047	40078.09	35452.527	29836.104	43826.516	56179.98	33597.047	
sp|Q96J01|THOC3_HUMAN	Q96J01	THOC3_HUMAN	THOC3	351	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 3	0.9999	0.9976	2	7	7	7	3	0	3	0	0	1	3	0	3	0	0	1	3	0	3	0	0	1	41731.69	0.0	55077.414	0.0	0.0	40613.652	27922.533	0.0	36833.43	0.0	0.0	40613.652	
sp|Q96P63|SPB12_HUMAN	Q96P63	SPB12_HUMAN	SERPINB12	405	Homo sapiens	1:Experimental evidence at protein level	Serpin B12	1.0	0.999	5	74	74	74	17	10	11	7	15	14	17	10	11	7	15	14	17	10	11	7	15	14	127337.58	181989.11	218605.77	137790.45	139150.92	130003.37	42703.184	73971.91	73472.98	48624.21	56338.61	45067.688	
sp|Q96PK6|RBM14_HUMAN	Q96PK6	RBM14_HUMAN	RBM14	669	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.9974	2	12	12	12	1	4	2	1	2	2	1	4	2	1	2	2	1	4	2	1	2	2	23832.25	46665.785	32126.785	44777.258	42877.03	51221.15	23832.25	37930.625	32126.785	44777.258	35126.26	31420.209	
sp|Q96PZ2|F111A_HUMAN	Q96PZ2	F111A_HUMAN	FAM111A	611	Homo sapiens	1:Experimental evidence at protein level	Serine protease FAM111A	0.9967	0.999	1	8	8	8	2	1	4	0	0	1	2	1	4	0	0	1	2	1	4	0	0	1	32161.01	17623.52	22873.365	0.0	0.0	27912.967	32161.01	17623.52	22873.365	0.0	0.0	27912.967	
sp|Q96Q89|KI20B_HUMAN	Q96Q89	KI20B_HUMAN	KIF20B	1820	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF20B	0.7904	0.9861	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	16264.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96QA5|GSDMA_HUMAN	Q96QA5	GSDMA_HUMAN	GSDMA	445	Homo sapiens	1:Experimental evidence at protein level	Gasdermin-A	1.0	0.9923	2	14	14	14	2	3	4	2	0	3	2	3	4	2	0	3	2	3	4	2	0	3	40430.133	42218.406	74096.375	31331.98	0.0	23806.074	23852.832	24893.91	29776.332	18333.924	0.0	12350.993	
sp|Q96RN5|MED15_HUMAN	Q96RN5	MED15_HUMAN	MED15	788	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 15	0.8805	0.9929	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	22355.324	0.0	0.0	0.0	28793.076	0.0	22355.324	0.0	0.0	0.0	28793.076	
sp|Q96SB4|SRPK1_HUMAN	Q96SB4	SRPK1_HUMAN	SRPK1	655	Homo sapiens	1:Experimental evidence at protein level	SRSF protein kinase 1	1.0	0.9986	3	13	11	13	5	1	0	2	2	3	5	1	0	0	2	3	5	1	0	2	2	3	56797.094	19169.828	0.0	25595.125	12634.006	13902.09	21364.363	23502.781	0.0	0.0	15489.668	17044.377	
sp|Q99442|SEC62_HUMAN	Q99442	SEC62_HUMAN	SEC62	399	Homo sapiens	1:Experimental evidence at protein level	Translocation protein SEC62	0.868	0.992	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	6395.8906	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99456|K1C12_HUMAN	Q99456	K1C12_HUMAN	KRT12	494	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 12	1.0	0.9885	3	9	9	41	1	1	3	2	0	2	1	1	3	2	0	2	6	4	17	4	3	7	14282.342	10364.396	14871.842	9990.272	0.0	3565.04	14282.342	10364.396	14871.842	9990.272	0.0	3565.04	
sp|Q99459|CDC5L_HUMAN	Q99459	CDC5L_HUMAN	CDC5L	802	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle 5-like protein	1.0	0.999	7	33	33	33	9	4	3	3	7	7	9	4	3	3	7	7	9	4	3	3	7	7	170960.27	110816.805	97300.695	131395.39	123950.54	138370.39	61478.9	54630.316	54013.85	63656.2	67297.18	57141.824	
sp|Q99623|PHB2_HUMAN	Q99623	PHB2_HUMAN	PHB2	299	Homo sapiens	1:Experimental evidence at protein level	Prohibitin-2	0.9787	0.9988	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	17192.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BQA1|MEP50_HUMAN	Q9BQA1	MEP50_HUMAN	WDR77	342	Homo sapiens	1:Experimental evidence at protein level	Methylosome protein WDR77	0.486	0.9469	1	6	6	6	1	1	1	0	1	2	1	1	1	0	1	2	1	1	1	0	1	2	15000.824	21413.254	18068.629	0.0	12835.751	12341.038	15000.824	21413.254	18068.629	0.0	12835.751	12341.038	
sp|Q9BQG0|MBB1A_HUMAN	Q9BQG0	MBB1A_HUMAN	MYBBP1A	1328	Homo sapiens	1:Experimental evidence at protein level	Myb-binding protein 1A	0.5071	0.951	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	24380.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BRR8|GPTC1_HUMAN	Q9BRR8	GPTC1_HUMAN	GPATCH1	931	Homo sapiens	1:Experimental evidence at protein level	G patch domain-containing protein 1	0.7691	0.9843	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	12864.057	0.0	0.0	0.0	8140.338	0.0	12864.057	0.0	0.0	0.0	8140.338	
sp|Q9BRS2|RIOK1_HUMAN	Q9BRS2	RIOK1_HUMAN	RIOK1	568	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase RIO1	1.0	0.9895	3	4	4	4	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0.0	31745.03	0.0	0.0	0.0	21541.799	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BRT6|LLPH_HUMAN	Q9BRT6	LLPH_HUMAN	LLPH	129	Homo sapiens	1:Experimental evidence at protein level	Protein LLP homolog	0.8747	0.9925	1	3	3	3	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	7575.6636	0.0	10787.884	0.0	0.0	6047.8975	7575.6636	0.0	10787.884	0.0	0.0	6047.8975	
sp|Q9BU76|MMTA2_HUMAN	Q9BU76	MMTA2_HUMAN	MMTAG2	263	Homo sapiens	1:Experimental evidence at protein level	Multiple myeloma tumor-associated protein 2	0.9789	0.9989	1	10	10	10	1	3	0	1	1	4	1	3	0	1	1	4	1	3	0	1	1	4	12859.931	14917.166	0.0	12319.437	13182.594	12859.925	12859.931	14917.166	0.0	12319.437	13182.594	12859.925	
sp|Q9BVP2|GNL3_HUMAN	Q9BVP2	GNL3_HUMAN	GNL3	549	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 3	0.9789	0.9989	1	6	6	6	1	0	0	0	2	3	1	0	0	0	2	3	1	0	0	0	2	3	25302.14	0.0	0.0	0.0	12806.205	21316.764	25302.14	0.0	0.0	0.0	12806.205	21316.764	
sp|Q9BXS6|NUSAP_HUMAN	Q9BXS6	NUSAP_HUMAN	NUSAP1	441	Homo sapiens	1:Experimental evidence at protein level	Nucleolar and spindle-associated protein 1	0.7835	0.9856	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	16487.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BY77|PDIP3_HUMAN	Q9BY77	PDIP3_HUMAN	POLDIP3	421	Homo sapiens	1:Experimental evidence at protein level	Polymerase delta-interacting protein 3	1.0	0.999	3	17	17	17	1	0	1	3	6	6	1	0	1	3	6	6	1	0	1	3	6	6	12377.876	0.0	18855.047	50762.977	80173.55	58111.434	17258.906	0.0	26290.252	28223.322	45070.63	22902.332	
sp|Q9BYG3|MK67I_HUMAN	Q9BYG3	MK67I_HUMAN	NIFK	293	Homo sapiens	1:Experimental evidence at protein level	MKI67 FHA domain-interacting nucleolar phosphoprotein	1.0	0.999	2	15	15	15	3	3	2	2	2	3	3	3	2	2	2	3	3	3	2	2	2	3	63767.504	41306.668	49874.375	20736.383	64937.297	19350.885	47879.117	49656.56	35641.254	24928.115	23350.883	23262.549	
sp|Q9BZE4|GTPB4_HUMAN	Q9BZE4	GTPB4_HUMAN	GTPBP4	634	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 4	0.8805	0.9929	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	17165.164	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BZF1|OSBL8_HUMAN	Q9BZF1	OSBL8_HUMAN	OSBPL8	889	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 8	0.9998	0.9964	2	3	3	3	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	28520.236	42644.074	0.0	0.0	0.0	14559.752	28520.236	0.0	0.0	0.0	0.0	14559.752	
sp|Q9BZK7|TBL1R_HUMAN	Q9BZK7	TBL1R_HUMAN	TBL1XR1	514	Homo sapiens	1:Experimental evidence at protein level	F-box-like/WD repeat-containing protein TBL1XR1	0.9798	0.9989	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	23499.514	0.0	0.0	0.0	23711.842	0.0	23499.514	0.0	0.0	0.0	23711.842	0.0	
sp|Q9C075|K1C23_HUMAN	Q9C075	K1C23_HUMAN	KRT23	422	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 23	1.0	0.9988	3	7	7	23	2	1	2	0	1	1	2	1	2	0	1	1	3	3	6	4	4	3	83607.19	32860.23	74904.54	0.0	78468.95	11234.824	45013.9	51042.277	43877.38	0.0	70288.875	0.0	
sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24_HUMAN	DDX24	859	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX24	1.0	0.9984	4	17	17	17	5	2	3	1	3	3	5	2	3	1	3	3	5	2	3	1	3	3	106047.8	48174.984	56648.89	75948.586	50917.914	31203.977	42413.875	27321.512	32420.805	43986.78	25880.717	31634.385	
sp|Q9GZS1|RPA49_HUMAN	Q9GZS1	RPA49_HUMAN	POLR1E	419	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA49	1.0	0.9984	5	28	28	28	4	6	4	4	4	6	4	6	4	4	4	6	4	6	4	4	4	6	193057.19	188144.05	132366.14	148154.98	150179.81	146136.5	72841.76	72977.03	74783.47	56698.383	61117.703	61564.69	
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10_HUMAN	NAT10	1025	Homo sapiens	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	1.0	0.999	12	73	73	73	16	7	15	7	13	15	16	7	15	7	13	15	16	7	15	7	13	15	283128.12	180286.64	209816.7	120060.234	199401.2	213647.89	40399.49	40997.875	44303.695	34778.008	34198.64	33832.35	
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1	1.0	0.991	3	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	24450.424	0.0	18241.11	20253.768	0.0	13224.342	0.0	0.0	0.0	20253.768	0.0	13224.342	
sp|Q9H195|MUC3B_HUMAN	Q9H195	MUC3B_HUMAN	MUC3B	13477	Homo sapiens	1:Experimental evidence at protein level	Mucin-3B	0.9938	0.9686	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	14190.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H299|SH3L3_HUMAN	Q9H299	SH3L3_HUMAN	SH3BGRL3	93	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein 3	0.6968	0.9775	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	9893.328	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H2W6|RM46_HUMAN	Q9H2W6	RM46_HUMAN	MRPL46	279	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL46	0.9069	0.9946	1	4	4	4	2	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0	0	36227.438	80373.18	0.0	0.0	0.0	0.0	36227.438	80373.18	0.0	0.0	0.0	0.0	
sp|Q9H6F5|CCD86_HUMAN	Q9H6F5	CCD86_HUMAN	CCDC86	360	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 86	1.0	0.9981	3	7	7	7	1	3	0	1	1	1	1	3	0	1	1	1	1	3	0	1	1	1	152269.98	224468.52	0.0	146232.56	162105.9	114998.125	152269.98	192912.8	0.0	129282.164	147035.27	81253.07	
sp|Q9H7Z3|NRDE2_HUMAN	Q9H7Z3	NRDE2_HUMAN	NRDE2	1164	Homo sapiens	1:Experimental evidence at protein level	Nuclear exosome regulator NRDE2	0.9815	0.999	1	7	7	7	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	31983.13	18488.979	28459.012	32614.176	27969.334	23152.432	31983.13	18488.979	28459.012	32614.176	27969.334	23152.432	
sp|Q9H944|MED20_HUMAN	Q9H944	MED20_HUMAN	MED20	212	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 20	0.9515	0.9973	1	4	4	4	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0	0	2	21867.467	0.0	20432.178	0.0	0.0	13307.829	21867.467	0.0	20432.178	0.0	0.0	13307.829	
sp|Q9H9Y6|RPA2_HUMAN	Q9H9Y6	RPA2_HUMAN	POLR1B	1135	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA2	1.0	0.9985	4	11	11	11	4	2	3	1	0	1	4	2	3	1	0	1	4	2	3	1	0	1	58505.875	36912.074	68735.36	9463.449	0.0	18861.502	20807.26	41562.426	24465.418	10655.698	0.0	25675.451	
sp|Q9HCC0|MCCB_HUMAN	Q9HCC0	MCCB_HUMAN	MCCC2	563	Homo sapiens	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	1.0	0.999	5	29	29	29	6	4	6	2	2	9	6	4	6	2	2	9	6	4	6	2	2	9	184809.52	98766.7	108390.33	110152.69	74300.01	134158.61	86230.68	65735.14	55863.74	65274.52	48995.65	70666.16	
sp|Q9HCY8|S10AE_HUMAN	Q9HCY8	S10AE_HUMAN	S100A14	104	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A14	0.9808	0.999	1	5	5	5	0	2	1	0	0	2	0	2	1	0	0	2	0	2	1	0	0	2	0.0	21381.91	15823.516	0.0	0.0	16381.056	0.0	21381.91	15823.516	0.0	0.0	16381.056	
sp|Q9NPD3|EXOS4_HUMAN	Q9NPD3	EXOS4_HUMAN	EXOSC4	245	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP41	0.9808	0.999	1	7	7	7	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	52133.977	58474.926	46770.812	93678.93	70559.71	74978.14	52133.977	58474.926	46770.812	93678.93	70559.71	74978.14	
sp|Q9NQT5|EXOS3_HUMAN	Q9NQT5	EXOS3_HUMAN	EXOSC3	275	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP40	0.9814	0.999	1	7	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	60520.86	73243.945	78093.85	101842.31	71056.43	64706.55	60520.86	73243.945	78093.85	101842.31	71056.43	64706.55	
sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22_HUMAN	TOMM22	142	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM22 homolog	0.9814	0.999	1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	37739.516	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NSJ1|Z355P_HUMAN	Q9NSJ1	Z355P_HUMAN	ZNF355P	428	Homo sapiens	5:Protein uncertain	Putative zinc finger protein 355P	0.5236	0.954	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0.0	0.0	2439968.5	0.0	0.0	3037046.2	0.0	0.0	2439968.5	0.0	0.0	3037046.2	
sp|Q9NV31|IMP3_HUMAN	Q9NV31	IMP3_HUMAN	IMP3	184	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein IMP3	0.8364	0.9897	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9936.5205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVN8|GNL3L_HUMAN	Q9NVN8	GNL3L_HUMAN	GNL3L	582	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 3-like protein	0.9325	0.9962	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	9447.669	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18	1.0	0.9939	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	72865.23	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVU7|SDA1_HUMAN	Q9NVU7	SDA1_HUMAN	SDAD1	687	Homo sapiens	1:Experimental evidence at protein level	Protein SDA1 homolog	0.6036	0.9664	1	3	3	3	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	20994.191	0.0	0.0	0.0	27967.557	23796.615	20994.191	0.0	0.0	0.0	27967.557	23796.615	
sp|Q9NWQ8|PHAG1_HUMAN	Q9NWQ8	PHAG1_HUMAN	PAG1	432	Homo sapiens	1:Experimental evidence at protein level	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	1.0	0.9922	3	5	5	5	1	1	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0	3	35519.72	0.0	0.0	0.0	0.0	22443.424	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWT1|PK1IP_HUMAN	Q9NWT1	PK1IP_HUMAN	PAK1IP1	392	Homo sapiens	1:Experimental evidence at protein level	p21-activated protein kinase-interacting protein 1	0.6472	0.9719	1	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0.0	0.0	24834.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NX24|NHP2_HUMAN	Q9NX24	NHP2_HUMAN	NHP2	153	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 2	1.0	0.999	1	16	16	16	3	6	3	1	1	2	3	6	3	1	1	2	3	6	3	1	1	2	32792.82	91669.016	75677.44	39310.195	36160.11	31218.652	36279.582	38384.816	39253.14	43489.926	40004.902	34538.035	
sp|Q9NXV6|CARF_HUMAN	Q9NXV6	CARF_HUMAN	CDKN2AIP	580	Homo sapiens	1:Experimental evidence at protein level	CDKN2A-interacting protein	0.9804	0.9989	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	13372.622	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NY12|GAR1_HUMAN	Q9NY12	GAR1_HUMAN	GAR1	217	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 1	1.0	0.9974	3	11	11	11	0	1	0	4	4	2	0	1	0	4	4	2	0	1	0	4	4	2	0.0	18979.45	0.0	40885.52	35498.863	37307.066	0.0	0.0	0.0	29635.078	25285.48	37307.066	
sp|Q9NZT1|CALL5_HUMAN	Q9NZT1	CALL5_HUMAN	CALML5	146	Homo sapiens	1:Experimental evidence at protein level	Calmodulin-like protein 5	1.0	0.9979	3	17	17	17	3	1	4	3	2	4	3	1	4	3	2	4	3	1	4	3	2	4	46969.59	29810.889	114510.75	74102.83	64323.773	165196.1	33129.97	30707.297	45909.33	51663.957	66257.98	69493.516	
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	Homo sapiens	1:Experimental evidence at protein level	Spliceosome-associated protein CWC15 homolog	0.7431	0.982	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	52749.957	0.0	0.0	0.0	39307.125	0.0	52749.957	0.0	0.0	0.0	39307.125	
sp|Q9P086|MED11_HUMAN	Q9P086	MED11_HUMAN	MED11	117	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 11	0.8419	0.9901	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	37889.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P258|RCC2_HUMAN	Q9P258	RCC2_HUMAN	RCC2	522	Homo sapiens	1:Experimental evidence at protein level	Protein RCC2	0.9997	0.9975	2	6	6	6	1	1	2	0	0	2	1	1	2	0	0	2	1	1	2	0	0	2	35716.543	32876.19	42407.39	0.0	0.0	27567.47	38144.086	35110.688	19683.963	0.0	0.0	29441.148	
sp|Q9P2E7|PCD10_HUMAN	Q9P2E7	PCD10_HUMAN	PCDH10	1040	Homo sapiens	1:Experimental evidence at protein level	Protocadherin-10	0.9756	0.9987	1	6	6	6	3	0	0	1	0	2	3	0	0	1	0	2	3	0	0	1	0	2	10832.172	0.0	0.0	5559.9556	0.0	9630.735	10832.172	0.0	0.0	5559.9556	0.0	9630.735	
sp|Q9P2E9|RRBP1_HUMAN	Q9P2E9	RRBP1_HUMAN	RRBP1	1410	Homo sapiens	1:Experimental evidence at protein level	Ribosome-binding protein 1	1.0	0.999	54	606	593	606	105	92	96	95	89	129	101	91	95	92	87	127	105	92	96	95	89	129	4715207.5	4558544.0	4204930.5	4655863.5	4096782.5	4745977.0	314530.97	305877.38	298056.75	332010.2	284081.84	311016.0	
sp|Q9P2J5|SYLC_HUMAN	Q9P2J5	SYLC_HUMAN	LARS1	1176	Homo sapiens	1:Experimental evidence at protein level	Leucine--tRNA ligase, cytoplasmic	0.951	0.9973	1	4	4	4	0	0	1	1	0	2	0	0	1	1	0	2	0	0	1	1	0	2	0.0	0.0	16858.012	15032.241	0.0	13602.994	0.0	0.0	16858.012	15032.241	0.0	13602.994	
sp|Q9UG63|ABCF2_HUMAN	Q9UG63	ABCF2_HUMAN	ABCF2	623	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 2	0.9333	0.9962	1	3	3	3	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	17336.092	0.0	0.0	0.0	0.0	11187.746	17336.092	0.0	0.0	0.0	0.0	11187.746	
sp|Q9UHB9|SRP68_HUMAN	Q9UHB9	SRP68_HUMAN	SRP68	627	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle subunit SRP68	1.0	0.999	6	25	25	25	5	5	0	3	3	9	5	5	0	3	3	9	5	5	0	3	3	9	58576.695	21141.2	0.0	73089.13	97931.516	99422.8	45446.844	25088.223	0.0	34420.09	55924.973	29459.102	
sp|Q9UHI6|DDX20_HUMAN	Q9UHI6	DDX20_HUMAN	DDX20	824	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX20	1.0	0.9989	2	10	10	10	4	1	1	1	0	3	4	1	1	1	0	3	4	1	1	1	0	3	30323.2	18342.068	18394.664	26349.426	0.0	28493.977	20848.215	38805.49	12646.947	55746.293	0.0	14785.324	
sp|Q9UHQ9|NB5R1_HUMAN	Q9UHQ9	NB5R1_HUMAN	CYB5R1	305	Homo sapiens	1:Experimental evidence at protein level	NADH-cytochrome b5 reductase 1	0.5229	0.9539	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UI10|EI2BD_HUMAN	Q9UI10	EI2BD_HUMAN	EIF2B4	523	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit delta	1.0	0.9986	3	5	5	5	0	0	0	0	1	4	0	0	0	0	1	4	0	0	0	0	1	4	0.0	0.0	0.0	0.0	21028.209	59988.387	0.0	0.0	0.0	0.0	21028.209	28232.701	
